'Time','ECG'
'[09:20:30.047]',-0.065
'[09:20:30.055]',-0.085
'[09:20:30.063]',-0.065
'[09:20:30.070]',-0.085
'[09:20:30.078]',-0.095
'[09:20:30.086]',-0.095
'[09:20:30.094]',-0.105
'[09:20:30.102]',-0.105
'[09:20:30.109]',-0.095
'[09:20:30.117]',-0.085
'[09:20:30.125]',-0.085
'[09:20:30.133]',-0.085
'[09:20:30.141]',-0.105
'[09:20:30.148]',-0.075
'[09:20:30.156]',-0.085
'[09:20:30.164]',-0.065
'[09:20:30.172]',-0.075
'[09:20:30.180]',-0.065
'[09:20:30.188]',-0.065
'[09:20:30.195]',-0.055
'[09:20:30.203]',-0.075
'[09:20:30.211]',-0.075
'[09:20:30.219]',-0.065
'[09:20:30.227]',0.005
'[09:20:30.234]',0.015
'[09:20:30.242]',0.005
'[09:20:30.250]',0.045
'[09:20:30.258]',0.065
'[09:20:30.266]',0.115
'[09:20:30.273]',0.065
'[09:20:30.281]',0.015
'[09:20:30.289]',0.005
'[09:20:30.297]',-0.045
'[09:20:30.305]',-0.125
'[09:20:30.313]',-0.085
'[09:20:30.320]',-0.165
'[09:20:30.328]',-0.185
'[09:20:30.336]',-0.145
'[09:20:30.344]',-0.195
'[09:20:30.352]',-0.245
'[09:20:30.359]',0.215
'[09:20:30.367]',1.105
'[09:20:30.375]',2.145
'[09:20:30.383]',2.495
'[09:20:30.391]',0.945
'[09:20:30.398]',-0.735
'[09:20:30.406]',-0.845
'[09:20:30.414]',-0.555
'[09:20:30.422]',-0.375
'[09:20:30.430]',-0.275
'[09:20:30.438]',-0.255
'[09:20:30.445]',-0.255
'[09:20:30.453]',-0.265
'[09:20:30.461]',-0.255
'[09:20:30.469]',-0.265
'[09:20:30.477]',-0.245
'[09:20:30.484]',-0.245
'[09:20:30.492]',-0.245
'[09:20:30.500]',-0.225
'[09:20:30.508]',-0.225
'[09:20:30.516]',-0.225
'[09:20:30.523]',-0.225
'[09:20:30.531]',-0.225
'[09:20:30.539]',-0.215
'[09:20:30.547]',-0.205
'[09:20:30.555]',-0.195
'[09:20:30.563]',-0.175
'[09:20:30.570]',-0.185
'[09:20:30.578]',-0.175
'[09:20:30.586]',-0.175
'[09:20:30.594]',-0.185
'[09:20:30.602]',-0.175
'[09:20:30.609]',-0.175
'[09:20:30.617]',-0.165
'[09:20:30.625]',-0.145
'[09:20:30.633]',-0.145
'[09:20:30.641]',-0.125
'[09:20:30.648]',-0.095
'[09:20:30.656]',-0.095
'[09:20:30.664]',-0.085
'[09:20:30.672]',-0.095
'[09:20:30.680]',-0.085
'[09:20:30.688]',-0.095
'[09:20:30.695]',-0.115
'[09:20:30.703]',-0.115
'[09:20:30.711]',-0.115
'[09:20:30.719]',-0.115
'[09:20:30.727]',-0.105
'[09:20:30.734]',-0.115
'[09:20:30.742]',-0.115
'[09:20:30.750]',-0.095
'[09:20:30.758]',-0.105
'[09:20:30.766]',-0.105
'[09:20:30.773]',-0.105
'[09:20:30.781]',-0.105
'[09:20:30.789]',-0.095
'[09:20:30.797]',-0.095
'[09:20:30.805]',-0.095
'[09:20:30.813]',-0.075
'[09:20:30.820]',-0.085
'[09:20:30.828]',-0.085
'[09:20:30.836]',-0.085
'[09:20:30.844]',-0.085
'[09:20:30.852]',-0.005
'[09:20:30.859]',0.005
'[09:20:30.867]',0.015
'[09:20:30.875]',0.045
'[09:20:30.883]',0.045
'[09:20:30.891]',0.075
'[09:20:30.898]',0.045
'[09:20:30.906]',-0.035
'[09:20:30.914]',-0.015
'[09:20:30.922]',-0.075
'[09:20:30.930]',-0.135
'[09:20:30.938]',-0.125
'[09:20:30.945]',-0.175
'[09:20:30.953]',-0.195
'[09:20:30.961]',-0.175
'[09:20:30.969]',-0.185
'[09:20:30.977]',-0.295
'[09:20:30.984]',0.055
'[09:20:30.992]',0.855
'[09:20:31.000]',1.905
'[09:20:31.008]',2.565
'[09:20:31.016]',1.345
'[09:20:31.023]',-0.625
'[09:20:31.031]',-0.955
'[09:20:31.039]',-0.655
'[09:20:31.047]',-0.425
'[09:20:31.055]',-0.305
'[09:20:31.063]',-0.285
'[09:20:31.070]',-0.305
'[09:20:31.078]',-0.305
'[09:20:31.086]',-0.295
'[09:20:31.094]',-0.275
'[09:20:31.102]',-0.295
'[09:20:31.109]',-0.285
'[09:20:31.117]',-0.265
'[09:20:31.125]',-0.265
'[09:20:31.133]',-0.265
'[09:20:31.141]',-0.265
'[09:20:31.148]',-0.245
'[09:20:31.156]',-0.235
'[09:20:31.164]',-0.255
'[09:20:31.172]',-0.235
'[09:20:31.180]',-0.225
'[09:20:31.188]',-0.225
'[09:20:31.195]',-0.195
'[09:20:31.203]',-0.205
'[09:20:31.211]',-0.215
'[09:20:31.219]',-0.195
'[09:20:31.227]',-0.225
'[09:20:31.234]',-0.205
'[09:20:31.242]',-0.205
'[09:20:31.250]',-0.205
'[09:20:31.258]',-0.205
'[09:20:31.266]',-0.175
'[09:20:31.273]',-0.145
'[09:20:31.281]',-0.095
'[09:20:31.289]',-0.115
'[09:20:31.297]',-0.105
'[09:20:31.305]',-0.115
'[09:20:31.313]',-0.115
'[09:20:31.320]',-0.135
'[09:20:31.328]',-0.145
'[09:20:31.336]',-0.145
'[09:20:31.344]',-0.145
'[09:20:31.352]',-0.155
'[09:20:31.359]',-0.145
'[09:20:31.367]',-0.145
'[09:20:31.375]',-0.145
'[09:20:31.383]',-0.135
'[09:20:31.391]',-0.135
'[09:20:31.398]',-0.105
'[09:20:31.406]',-0.065
'[09:20:31.414]',-0.125
'[09:20:31.422]',-0.115
'[09:20:31.430]',-0.115
'[09:20:31.438]',-0.095
'[09:20:31.445]',-0.085
'[09:20:31.453]',-0.105
'[09:20:31.461]',-0.095
'[09:20:31.469]',-0.075
'[09:20:31.477]',-0.105
'[09:20:31.484]',-0.105
'[09:20:31.492]',-0.095
'[09:20:31.500]',-0.045
'[09:20:31.508]',-0.015
'[09:20:31.516]',-0.025
'[09:20:31.523]',0.015
'[09:20:31.531]',0.025
'[09:20:31.539]',0.095
'[09:20:31.547]',0.045
'[09:20:31.555]',-0.005
'[09:20:31.563]',0.005
'[09:20:31.570]',-0.055
'[09:20:31.578]',-0.135
'[09:20:31.586]',-0.125
'[09:20:31.594]',-0.185
'[09:20:31.602]',-0.185
'[09:20:31.609]',-0.185
'[09:20:31.617]',-0.145
'[09:20:31.625]',-0.255
'[09:20:31.633]',-0.135
'[09:20:31.641]',0.415
'[09:20:31.648]',1.465
'[09:20:31.656]',2.425
'[09:20:31.664]',1.725
'[09:20:31.672]',-0.345
'[09:20:31.680]',-0.965
'[09:20:31.688]',-0.695
'[09:20:31.695]',-0.435
'[09:20:31.703]',-0.315
'[09:20:31.711]',-0.265
'[09:20:31.719]',-0.285
'[09:20:31.727]',-0.255
'[09:20:31.734]',-0.275
'[09:20:31.742]',-0.265
'[09:20:31.750]',-0.245
'[09:20:31.758]',-0.245
'[09:20:31.766]',-0.255
'[09:20:31.773]',-0.245
'[09:20:31.781]',-0.255
'[09:20:31.789]',-0.235
'[09:20:31.797]',-0.235
'[09:20:31.805]',-0.225
'[09:20:31.813]',-0.205
'[09:20:31.820]',-0.215
'[09:20:31.828]',-0.205
'[09:20:31.836]',-0.195
'[09:20:31.844]',-0.205
'[09:20:31.852]',-0.195
'[09:20:31.859]',-0.205
'[09:20:31.867]',-0.195
'[09:20:31.875]',-0.185
'[09:20:31.883]',-0.185
'[09:20:31.891]',-0.205
'[09:20:31.898]',-0.185
'[09:20:31.906]',-0.195
'[09:20:31.914]',-0.155
'[09:20:31.922]',-0.135
'[09:20:31.930]',-0.095
'[09:20:31.938]',-0.095
'[09:20:31.945]',-0.085
'[09:20:31.953]',-0.105
'[09:20:31.961]',-0.105
'[09:20:31.969]',-0.125
'[09:20:31.977]',-0.135
'[09:20:31.984]',-0.135
'[09:20:31.992]',-0.135
'[09:20:32.000]',-0.125
'[09:20:32.008]',-0.145
'[09:20:32.016]',-0.135
'[09:20:32.023]',-0.145
'[09:20:32.031]',-0.125
'[09:20:32.039]',-0.135
'[09:20:32.047]',-0.125
'[09:20:32.055]',-0.115
'[09:20:32.063]',-0.115
'[09:20:32.070]',-0.085
'[09:20:32.078]',-0.105
'[09:20:32.086]',-0.105
'[09:20:32.094]',-0.095
'[09:20:32.102]',-0.105
'[09:20:32.109]',-0.095
'[09:20:32.117]',-0.095
'[09:20:32.125]',-0.105
'[09:20:32.133]',-0.095
'[09:20:32.141]',-0.105
'[09:20:32.148]',-0.115
'[09:20:32.156]',-0.105
'[09:20:32.164]',-0.115
'[09:20:32.172]',-0.125
'[09:20:32.180]',-0.125
'[09:20:32.188]',-0.115
'[09:20:32.195]',-0.115
'[09:20:32.203]',-0.125
'[09:20:32.211]',-0.095
'[09:20:32.219]',-0.025
'[09:20:32.227]',-0.035
'[09:20:32.234]',-0.025
'[09:20:32.242]',0.005
'[09:20:32.250]',0.095
'[09:20:32.258]',0.065
'[09:20:32.266]',-0.005
'[09:20:32.273]',-0.025
'[09:20:32.281]',-0.055
'[09:20:32.289]',-0.135
'[09:20:32.297]',-0.135
'[09:20:32.305]',-0.175
'[09:20:32.313]',-0.175
'[09:20:32.320]',-0.175
'[09:20:32.328]',-0.155
'[09:20:32.336]',-0.255
'[09:20:32.344]',0.035
'[09:20:32.352]',0.815
'[09:20:32.359]',1.655
'[09:20:32.367]',2.395
'[09:20:32.375]',1.525
'[09:20:32.383]',-0.375
'[09:20:32.391]',-0.955
'[09:20:32.398]',-0.675
'[09:20:32.406]',-0.445
'[09:20:32.414]',-0.305
'[09:20:32.422]',-0.265
'[09:20:32.430]',-0.265
'[09:20:32.438]',-0.255
'[09:20:32.445]',-0.245
'[09:20:32.453]',-0.255
'[09:20:32.461]',-0.245
'[09:20:32.469]',-0.245
'[09:20:32.477]',-0.225
'[09:20:32.484]',-0.215
'[09:20:32.492]',-0.215
'[09:20:32.500]',-0.205
'[09:20:32.508]',-0.205
'[09:20:32.516]',-0.205
'[09:20:32.523]',-0.195
'[09:20:32.531]',-0.195
'[09:20:32.539]',-0.195
'[09:20:32.547]',-0.185
'[09:20:32.555]',-0.175
'[09:20:32.563]',-0.165
'[09:20:32.570]',-0.175
'[09:20:32.578]',-0.175
'[09:20:32.586]',-0.185
'[09:20:32.594]',-0.195
'[09:20:32.602]',-0.185
'[09:20:32.609]',-0.195
'[09:20:32.617]',-0.185
'[09:20:32.625]',-0.165
'[09:20:32.633]',-0.145
'[09:20:32.641]',-0.135
'[09:20:32.648]',-0.125
'[09:20:32.656]',-0.135
'[09:20:32.664]',-0.135
'[09:20:32.672]',-0.135
'[09:20:32.680]',-0.145
'[09:20:32.688]',-0.155
'[09:20:32.695]',-0.155
'[09:20:32.703]',-0.175
'[09:20:32.711]',-0.165
'[09:20:32.719]',-0.175
'[09:20:32.727]',-0.175
'[09:20:32.734]',-0.185
'[09:20:32.742]',-0.175
'[09:20:32.750]',-0.155
'[09:20:32.758]',-0.165
'[09:20:32.766]',-0.145
'[09:20:32.773]',-0.145
'[09:20:32.781]',-0.135
'[09:20:32.789]',-0.155
'[09:20:32.797]',-0.135
'[09:20:32.805]',-0.115
'[09:20:32.813]',-0.105
'[09:20:32.820]',-0.115
'[09:20:32.828]',-0.115
'[09:20:32.836]',-0.115
'[09:20:32.844]',-0.115
'[09:20:32.852]',-0.135
'[09:20:32.859]',-0.145
'[09:20:32.867]',-0.135
'[09:20:32.875]',-0.145
'[09:20:32.883]',-0.135
'[09:20:32.891]',-0.145
'[09:20:32.898]',-0.155
'[09:20:32.906]',-0.135
'[09:20:32.914]',-0.165
'[09:20:32.922]',-0.165
'[09:20:32.930]',-0.155
'[09:20:32.938]',-0.095
'[09:20:32.945]',-0.055
'[09:20:32.953]',-0.085
'[09:20:32.961]',-0.055
'[09:20:32.969]',0.005
'[09:20:32.977]',0.055
'[09:20:32.984]',0.005
'[09:20:32.992]',-0.045
'[09:20:33.000]',-0.045
'[09:20:33.008]',-0.105
'[09:20:33.016]',-0.175
'[09:20:33.023]',-0.175
'[09:20:33.031]',-0.205
'[09:20:33.039]',-0.215
'[09:20:33.047]',-0.195
'[09:20:33.055]',-0.185
'[09:20:33.063]',-0.255
'[09:20:33.070]',0.255
'[09:20:33.078]',1.175
'[09:20:33.086]',2.295
'[09:20:33.094]',2.145
'[09:20:33.102]',0.125
'[09:20:33.109]',-0.925
'[09:20:33.117]',-0.765
'[09:20:33.125]',-0.535
'[09:20:33.133]',-0.395
'[09:20:33.141]',-0.315
'[09:20:33.148]',-0.285
'[09:20:33.156]',-0.315
'[09:20:33.164]',-0.285
'[09:20:33.172]',-0.285
'[09:20:33.180]',-0.275
'[09:20:33.188]',-0.275
'[09:20:33.195]',-0.255
'[09:20:33.203]',-0.265
'[09:20:33.211]',-0.255
'[09:20:33.219]',-0.265
'[09:20:33.227]',-0.255
'[09:20:33.234]',-0.235
'[09:20:33.242]',-0.225
'[09:20:33.250]',-0.215
'[09:20:33.258]',-0.215
'[09:20:33.266]',-0.205
'[09:20:33.273]',-0.195
'[09:20:33.281]',-0.195
'[09:20:33.289]',-0.185
'[09:20:33.297]',-0.175
'[09:20:33.305]',-0.175
'[09:20:33.313]',-0.165
'[09:20:33.320]',-0.185
'[09:20:33.328]',-0.185
'[09:20:33.336]',-0.175
'[09:20:33.344]',-0.185
'[09:20:33.352]',-0.145
'[09:20:33.359]',-0.115
'[09:20:33.367]',-0.095
'[09:20:33.375]',-0.075
'[09:20:33.383]',-0.095
'[09:20:33.391]',-0.105
'[09:20:33.398]',-0.105
'[09:20:33.406]',-0.125
'[09:20:33.414]',-0.125
'[09:20:33.422]',-0.125
'[09:20:33.430]',-0.115
'[09:20:33.438]',-0.125
'[09:20:33.445]',-0.125
'[09:20:33.453]',-0.135
'[09:20:33.461]',-0.125
'[09:20:33.469]',-0.115
'[09:20:33.477]',-0.115
'[09:20:33.484]',-0.105
'[09:20:33.492]',-0.085
'[09:20:33.500]',-0.065
'[09:20:33.508]',-0.065
'[09:20:33.516]',-0.065
'[09:20:33.523]',-0.055
'[09:20:33.531]',-0.045
'[09:20:33.539]',-0.055
'[09:20:33.547]',-0.045
'[09:20:33.555]',-0.035
'[09:20:33.563]',-0.035
'[09:20:33.570]',-0.035
'[09:20:33.578]',-0.045
'[09:20:33.586]',-0.045
'[09:20:33.594]',-0.045
'[09:20:33.602]',-0.075
'[09:20:33.609]',-0.065
'[09:20:33.617]',-0.065
'[09:20:33.625]',-0.065
'[09:20:33.633]',-0.035
'[09:20:33.641]',0.015
'[09:20:33.648]',0.025
'[09:20:33.656]',0.035
'[09:20:33.664]',0.055
'[09:20:33.672]',0.125
'[09:20:33.680]',0.105
'[09:20:33.688]',0.055
'[09:20:33.695]',0.045
'[09:20:33.703]',-0.015
'[09:20:33.711]',-0.085
'[09:20:33.719]',-0.095
'[09:20:33.727]',-0.115
'[09:20:33.734]',-0.125
'[09:20:33.742]',-0.105
'[09:20:33.750]',-0.135
'[09:20:33.758]',-0.145
'[09:20:33.766]',0.345
'[09:20:33.773]',1.195
'[09:20:33.781]',2.085
'[09:20:33.789]',2.525
'[09:20:33.797]',1.035
'[09:20:33.805]',-0.695
'[09:20:33.813]',-0.895
'[09:20:33.820]',-0.585
'[09:20:33.828]',-0.355
'[09:20:33.836]',-0.245
'[09:20:33.844]',-0.235
'[09:20:33.852]',-0.215
'[09:20:33.859]',-0.215
'[09:20:33.867]',-0.195
'[09:20:33.875]',-0.195
'[09:20:33.883]',-0.205
'[09:20:33.891]',-0.185
'[09:20:33.898]',-0.185
'[09:20:33.906]',-0.185
'[09:20:33.914]',-0.165
'[09:20:33.922]',-0.165
'[09:20:33.930]',-0.175
'[09:20:33.938]',-0.155
'[09:20:33.945]',-0.145
'[09:20:33.953]',-0.145
'[09:20:33.961]',-0.125
'[09:20:33.969]',-0.145
'[09:20:33.977]',-0.115
'[09:20:33.984]',-0.115
'[09:20:33.992]',-0.105
'[09:20:34.000]',-0.105
'[09:20:34.008]',-0.095
'[09:20:34.016]',-0.105
'[09:20:34.023]',-0.085
'[09:20:34.031]',-0.115
'[09:20:34.039]',-0.095
'[09:20:34.047]',-0.065
'[09:20:34.055]',-0.045
'[09:20:34.063]',-0.035
'[09:20:34.070]',-0.035
'[09:20:34.078]',-0.045
'[09:20:34.086]',-0.055
'[09:20:34.094]',-0.075
'[09:20:34.102]',-0.085
'[09:20:34.109]',-0.085
'[09:20:34.117]',-0.085
'[09:20:34.125]',-0.075
'[09:20:34.133]',-0.085
'[09:20:34.141]',-0.095
'[09:20:34.148]',-0.085
'[09:20:34.156]',-0.105
'[09:20:34.164]',-0.085
'[09:20:34.172]',-0.095
'[09:20:34.180]',-0.085
'[09:20:34.188]',-0.065
'[09:20:34.195]',-0.055
'[09:20:34.203]',-0.065
'[09:20:34.211]',-0.055
'[09:20:34.219]',-0.045
'[09:20:34.227]',-0.055
'[09:20:34.234]',-0.045
'[09:20:34.242]',-0.035
'[09:20:34.250]',-0.025
'[09:20:34.258]',-0.035
'[09:20:34.266]',-0.035
'[09:20:34.273]',-0.045
'[09:20:34.281]',-0.045
'[09:20:34.289]',-0.055
'[09:20:34.297]',-0.055
'[09:20:34.305]',-0.055
'[09:20:34.313]',-0.065
'[09:20:34.320]',-0.055
'[09:20:34.328]',-0.055
'[09:20:34.336]',-0.055
'[09:20:34.344]',-0.055
'[09:20:34.352]',-0.065
'[09:20:34.359]',-0.065
'[09:20:34.367]',-0.065
'[09:20:34.375]',-0.065
'[09:20:34.383]',-0.045
'[09:20:34.391]',-0.035
'[09:20:34.398]',0.025
'[09:20:34.406]',0.045
'[09:20:34.414]',0.035
'[09:20:34.422]',0.075
'[09:20:34.430]',0.155
'[09:20:34.438]',0.115
'[09:20:34.445]',0.045
'[09:20:34.453]',0.045
'[09:20:34.461]',0.005
'[09:20:34.469]',-0.065
'[09:20:34.477]',-0.075
'[09:20:34.484]',-0.105
'[09:20:34.492]',-0.125
'[09:20:34.500]',-0.085
'[09:20:34.508]',-0.075
'[09:20:34.516]',-0.175
'[09:20:34.523]',0.205
'[09:20:34.531]',1.075
'[09:20:34.539]',1.965
'[09:20:34.547]',2.485
'[09:20:34.555]',1.185
'[09:20:34.563]',-0.635
'[09:20:34.570]',-0.895
'[09:20:34.578]',-0.555
'[09:20:34.586]',-0.345
'[09:20:34.594]',-0.215
'[09:20:34.602]',-0.215
'[09:20:34.609]',-0.215
'[09:20:34.617]',-0.195
'[09:20:34.625]',-0.195
'[09:20:34.633]',-0.195
'[09:20:34.641]',-0.195
'[09:20:34.648]',-0.185
'[09:20:34.656]',-0.185
'[09:20:34.664]',-0.165
'[09:20:34.672]',-0.175
'[09:20:34.680]',-0.165
'[09:20:34.688]',-0.145
'[09:20:34.695]',-0.145
'[09:20:34.703]',-0.155
'[09:20:34.711]',-0.135
'[09:20:34.719]',-0.145
'[09:20:34.727]',-0.115
'[09:20:34.734]',-0.125
'[09:20:34.742]',-0.105
'[09:20:34.750]',-0.105
'[09:20:34.758]',-0.105
'[09:20:34.766]',-0.105
'[09:20:34.773]',-0.105
'[09:20:34.781]',-0.105
'[09:20:34.789]',-0.105
'[09:20:34.797]',-0.085
'[09:20:34.805]',-0.075
'[09:20:34.813]',-0.045
'[09:20:34.820]',-0.045
'[09:20:34.828]',-0.055
'[09:20:34.836]',-0.045
'[09:20:34.844]',-0.065
'[09:20:34.852]',-0.075
'[09:20:34.859]',-0.085
'[09:20:34.867]',-0.085
'[09:20:34.875]',-0.085
'[09:20:34.883]',-0.095
'[09:20:34.891]',-0.105
'[09:20:34.898]',-0.095
'[09:20:34.906]',-0.115
'[09:20:34.914]',-0.105
'[09:20:34.922]',-0.105
'[09:20:34.930]',-0.095
'[09:20:34.938]',-0.105
'[09:20:34.945]',-0.095
'[09:20:34.953]',-0.085
'[09:20:34.961]',-0.075
'[09:20:34.969]',-0.075
'[09:20:34.977]',-0.065
'[09:20:34.984]',-0.055
'[09:20:34.992]',-0.055
'[09:20:35.000]',-0.035
'[09:20:35.008]',-0.065
'[09:20:35.016]',-0.055
'[09:20:35.023]',-0.045
'[09:20:35.031]',-0.065
'[09:20:35.039]',-0.075
'[09:20:35.047]',-0.075
'[09:20:35.055]',-0.075
'[09:20:35.063]',-0.055
'[09:20:35.070]',-0.075
'[09:20:35.078]',-0.085
'[09:20:35.086]',-0.095
'[09:20:35.094]',-0.095
'[09:20:35.102]',-0.105
'[09:20:35.109]',-0.085
'[09:20:35.117]',-0.085
'[09:20:35.125]',-0.095
'[09:20:35.133]',-0.105
'[09:20:35.141]',-0.115
'[09:20:35.148]',-0.085
'[09:20:35.156]',-0.065
'[09:20:35.164]',-0.015
'[09:20:35.172]',-0.025
'[09:20:35.180]',0.005
'[09:20:35.188]',0.045
'[09:20:35.195]',0.095
'[09:20:35.203]',0.045
'[09:20:35.211]',-0.005
'[09:20:35.219]',-0.025
'[09:20:35.227]',-0.065
'[09:20:35.234]',-0.145
'[09:20:35.242]',-0.125
'[09:20:35.250]',-0.175
'[09:20:35.258]',-0.175
'[09:20:35.266]',-0.155
'[09:20:35.273]',-0.165
'[09:20:35.281]',-0.225
'[09:20:35.289]',0.185
'[09:20:35.297]',1.005
'[09:20:35.305]',1.875
'[09:20:35.313]',2.435
'[09:20:35.320]',1.215
'[09:20:35.328]',-0.675
'[09:20:35.336]',-1.005
'[09:20:35.344]',-0.685
'[09:20:35.352]',-0.425
'[09:20:35.359]',-0.325
'[09:20:35.367]',-0.275
'[09:20:35.375]',-0.275
'[09:20:35.383]',-0.275
'[09:20:35.391]',-0.295
'[09:20:35.398]',-0.275
'[09:20:35.406]',-0.285
'[09:20:35.414]',-0.265
'[09:20:35.422]',-0.275
'[09:20:35.430]',-0.245
'[09:20:35.438]',-0.235
'[09:20:35.445]',-0.235
'[09:20:35.453]',-0.265
'[09:20:35.461]',-0.225
'[09:20:35.469]',-0.225
'[09:20:35.477]',-0.225
'[09:20:35.484]',-0.215
'[09:20:35.492]',-0.205
'[09:20:35.500]',-0.185
'[09:20:35.508]',-0.195
'[09:20:35.516]',-0.185
'[09:20:35.523]',-0.175
'[09:20:35.531]',-0.185
'[09:20:35.539]',-0.185
'[09:20:35.547]',-0.195
'[09:20:35.555]',-0.185
'[09:20:35.563]',-0.175
'[09:20:35.570]',-0.195
'[09:20:35.578]',-0.155
'[09:20:35.586]',-0.125
'[09:20:35.594]',-0.135
'[09:20:35.602]',-0.145
'[09:20:35.609]',-0.135
'[09:20:35.617]',-0.135
'[09:20:35.625]',-0.155
'[09:20:35.633]',-0.175
'[09:20:35.641]',-0.175
'[09:20:35.648]',-0.175
'[09:20:35.656]',-0.205
'[09:20:35.664]',-0.185
'[09:20:35.672]',-0.195
'[09:20:35.680]',-0.195
'[09:20:35.688]',-0.175
'[09:20:35.695]',-0.185
'[09:20:35.703]',-0.185
'[09:20:35.711]',-0.165
'[09:20:35.719]',-0.185
'[09:20:35.727]',-0.165
'[09:20:35.734]',-0.155
'[09:20:35.742]',-0.145
'[09:20:35.750]',-0.145
'[09:20:35.758]',-0.135
'[09:20:35.766]',-0.145
'[09:20:35.773]',-0.145
'[09:20:35.781]',-0.165
'[09:20:35.789]',-0.135
'[09:20:35.797]',-0.145
'[09:20:35.805]',-0.165
'[09:20:35.813]',-0.145
'[09:20:35.820]',-0.155
'[09:20:35.828]',-0.165
'[09:20:35.836]',-0.175
'[09:20:35.844]',-0.175
'[09:20:35.852]',-0.185
'[09:20:35.859]',-0.175
'[09:20:35.867]',-0.175
'[09:20:35.875]',-0.165
'[09:20:35.883]',-0.175
'[09:20:35.891]',-0.185
'[09:20:35.898]',-0.155
'[09:20:35.906]',-0.115
'[09:20:35.914]',-0.095
'[09:20:35.922]',-0.085
'[09:20:35.930]',-0.045
'[09:20:35.938]',0.015
'[09:20:35.945]',0.045
'[09:20:35.953]',-0.055
'[09:20:35.961]',-0.075
'[09:20:35.969]',-0.105
'[09:20:35.977]',-0.165
'[09:20:35.984]',-0.185
'[09:20:35.992]',-0.215
'[09:20:36.000]',-0.225
'[09:20:36.008]',-0.215
'[09:20:36.016]',-0.205
'[09:20:36.023]',-0.285
'[09:20:36.031]',-0.125
'[09:20:36.039]',0.665
'[09:20:36.047]',1.595
'[09:20:36.055]',2.535
'[09:20:36.063]',1.825
'[09:20:36.070]',-0.175
'[09:20:36.078]',-1.035
'[09:20:36.086]',-0.825
'[09:20:36.094]',-0.575
'[09:20:36.102]',-0.405
'[09:20:36.109]',-0.335
'[09:20:36.117]',-0.295
'[09:20:36.125]',-0.275
'[09:20:36.133]',-0.295
'[09:20:36.141]',-0.295
'[09:20:36.148]',-0.275
'[09:20:36.156]',-0.275
'[09:20:36.164]',-0.265
'[09:20:36.172]',-0.255
'[09:20:36.180]',-0.225
'[09:20:36.188]',-0.225
'[09:20:36.195]',-0.225
'[09:20:36.203]',-0.215
'[09:20:36.211]',-0.215
'[09:20:36.219]',-0.195
'[09:20:36.227]',-0.185
'[09:20:36.234]',-0.175
'[09:20:36.242]',-0.155
'[09:20:36.250]',-0.135
'[09:20:36.258]',-0.135
'[09:20:36.266]',-0.145
'[09:20:36.273]',-0.125
'[09:20:36.281]',-0.135
'[09:20:36.289]',-0.135
'[09:20:36.297]',-0.135
'[09:20:36.305]',-0.135
'[09:20:36.313]',-0.115
'[09:20:36.320]',-0.115
'[09:20:36.328]',-0.085
'[09:20:36.336]',-0.065
'[09:20:36.344]',-0.075
'[09:20:36.352]',-0.065
'[09:20:36.359]',-0.065
'[09:20:36.367]',-0.075
'[09:20:36.375]',-0.075
'[09:20:36.383]',-0.095
'[09:20:36.391]',-0.095
'[09:20:36.398]',-0.105
'[09:20:36.406]',-0.125
'[09:20:36.414]',-0.115
'[09:20:36.422]',-0.105
'[09:20:36.430]',-0.085
'[09:20:36.438]',-0.085
'[09:20:36.445]',-0.085
'[09:20:36.453]',-0.085
'[09:20:36.461]',-0.055
'[09:20:36.469]',-0.065
'[09:20:36.477]',-0.045
'[09:20:36.484]',-0.045
'[09:20:36.492]',-0.045
'[09:20:36.500]',-0.025
'[09:20:36.508]',-0.025
'[09:20:36.516]',-0.035
'[09:20:36.523]',-0.025
'[09:20:36.531]',-0.055
'[09:20:36.539]',-0.035
'[09:20:36.547]',-0.055
'[09:20:36.555]',-0.045
'[09:20:36.563]',-0.035
'[09:20:36.570]',-0.065
'[09:20:36.578]',-0.055
'[09:20:36.586]',-0.055
'[09:20:36.594]',-0.085
'[09:20:36.602]',-0.075
'[09:20:36.609]',-0.075
'[09:20:36.617]',-0.055
'[09:20:36.625]',0.025
'[09:20:36.633]',0.025
'[09:20:36.641]',-0.005
'[09:20:36.648]',0.055
'[09:20:36.656]',0.095
'[09:20:36.664]',0.165
'[09:20:36.672]',0.055
'[09:20:36.680]',0.015
'[09:20:36.688]',0.055
'[09:20:36.695]',-0.045
'[09:20:36.703]',-0.105
'[09:20:36.711]',-0.105
'[09:20:36.719]',-0.155
'[09:20:36.727]',-0.135
'[09:20:36.734]',-0.125
'[09:20:36.742]',-0.135
'[09:20:36.750]',-0.155
'[09:20:36.758]',0.385
'[09:20:36.766]',1.265
'[09:20:36.773]',2.245
'[09:20:36.781]',2.495
'[09:20:36.789]',0.955
'[09:20:36.797]',-0.845
'[09:20:36.805]',-0.955
'[09:20:36.813]',-0.555
'[09:20:36.820]',-0.335
'[09:20:36.828]',-0.245
'[09:20:36.836]',-0.215
'[09:20:36.844]',-0.215
'[09:20:36.852]',-0.225
'[09:20:36.859]',-0.225
'[09:20:36.867]',-0.225
'[09:20:36.875]',-0.205
'[09:20:36.883]',-0.195
'[09:20:36.891]',-0.205
'[09:20:36.898]',-0.195
'[09:20:36.906]',-0.175
'[09:20:36.914]',-0.175
'[09:20:36.922]',-0.165
